HITId,Input.text,Answer.sentiment.label
32W3UF2EZOMWZDWAL4VEON4QGD14C7,@CWBChicago @Chicago_Police Since when is filing a false police report a crime in Chicago? @JussieSmollett amirite?,About the police - Neutral
32W3UF2EZOMWZDWAL4VEON4QGD1C4F,@BettyMcCollum04 @PeterBeinart @jdforward I guess this will make you happy https://t.co/aTgZUzB2p7,Not about the police
32W3UF2EZOMWZDWAL4VEON4QGD24C8,#RT @AP: RT @APCentralRegion: Chicago police say newborn cut from the womb of his mother after she was strangled thÃ¢â‚¬_ https://t.co/LIeIUchmSe,About the police - Neutral
32W3UF2EZOMWZDWAL4VEON4QGD2C4G,"Pregnant Chicago woman slain, baby cut from her womb. https://t.co/Ld0zTjqttC https://t.co/XwQHGGrZ5A",Not about the police
32XN26MTXZK83T8FFG1BF340TA00L4,Seriously? Can we stop hooking people up? Stick with the police drama and leave out the romantic crap. https://t.co/Gojdci9PqZ,Not about the police
32XN26MTXZK83T8FFG1BF340TAZL0O,RT @CSTbreaking: UPDATE: Woman killed in Chatham double shooting: police https://t.co/PZEWN4D4k2,Not about the police
32ZCLEW0BZL5WKOZTG4OEPSGXT6JPR,@CWBChicago @Chicago_Police Jusse Smollett's reaction to Moreno's receiving an arrest warrant for filing a false poÃ¢â‚¬_ https://t.co/yFAaRFudPY,About the police - Neutral
32ZCLEW0BZL5WKOZTG4OEPSGXT6PJX,@DaEvz05 @andyhal36787249 Wish they should check Chicago. Program was abject failure there. Our mayor handcuffs theÃ¢â‚¬_ https://t.co/pkfkuxkvI5,Not about the police
32ZCLEW0BZL5WKOZTG4OEPSGXT7JPS,https://t.co/K3Usia5cb5 News For Us 3 Arrested In Death Of Pregnant Woman - CHICAGO (AP) Ã¢â‚¬â€ù The Latest on the slayiÃ¢â‚¬_ https://t.co/XLpEk47fTW,Not about the police
32ZCLEW0BZL5WKOZTG4OEPSGXT7PJY,Male used note to rob Loop bank: police https://t.co/ijdfBkdDFx,Not about the police
334ZEL5JX6GGANVO1A0NHQEDJ7NOSV,Chicago Police Review Unsolved Deaths of 55 Women for Possibility of a Serial Killer https://t.co/Wg4EGoZCjv,About the police - Negative
334ZEL5JX6GGANVO1A0NHQEDJ7NSOZ,@CWBChicago @Chicago_Police What's wrong with filing a false police report? @JussieSmollett,About the police - Negative
335HHSX8CD60GHQJ07A82IVC6IZDH2,"THEFT - COLD at 9400 BLOCK OF N CHICAGO AVE, PORTLAND, OR [Portland Police #PP19000167522] 07:42 #pdx911",Not about the police
335HHSX8CD60GHQJ07A82IVC6IZHD6,A man was fatally shot by Chicago police officers after a barricade situation that prompted a SWAT response WednesdÃ¢â‚¬_ https://t.co/lebPt8Xodh,About the police - Negative
335VBRURDJ1CTHM0YQX0VJF9NHS9E1,"The Daily Mail added, Ã¢â‚¬Å“Police said there is also a warrant for Aranda's arrest in Illinois for assault stemming froÃ¢â‚¬_ https://t.co/v5NNxzEci9",About the police - Neutral
335VBRURDJ1CTHM0YQX0VJF9NHSE96,A sea of blue in Washington to honor families of fallen police officers including 470 @Chicago_Police officers stanÃ¢â‚¬_ https://t.co/iVsd4jNAK8,About the police - Positive
335VBRURDJ1CTHM0YQX0VJF9NHT9E2,@ChicagosFines19 I cannot imagine being a Chicago police officer right now. Would I do it? In a heartbeat! I'm tooÃ¢â‚¬_ https://t.co/02bY4yabXv,About the police - Positive
336OE47KI2L47OLUMRW297B6LDFWVJ,@chicagotribune @Chicago_Police is incompetent as hell! Utter embarrassment the more I see and hear the worse I feaÃ¢â‚¬_ https://t.co/7qyfKnzQw2,About the police - Negative
336OE47KI2L47OLUMRW297B6LDGVWJ,Chicago Alderman Accused of Lying About Car Being Stolen Police have arrested a Chicago alderman on charges alleginÃ¢â‚¬_ https://t.co/e8ZuCUhPBd,About the police - Neutral
336OE47KI2L47OLUMRW297B6LDGWVK,Marlen Ochoa-Lopez was nine months pregnant when she went missing.Ã¢â‚¬â€_ https://t.co/G2OX7aPQMH,Not about the police
337F8MIIMZEC5L1U9O2UTM2P7O440E,Chicago police department S6E20 VOSTFR https://t.co/VqJzK6GTIc,About the police - Neutral
337F8MIIMZEC5L1U9O2UTM2P7O504B,"Eddie Johnson will most likely Have to resign during or after another hot Chicago summer. As he should, there shoulÃ¢â‚¬_ https://t.co/AIrFnJhWZN",About the police - Negative
337F8MIIMZEC5L1U9O2UTM2P7O540F,"RT @MrFengi: @mickeyd1971 ""In June, Sposato helped organize a ""Police Lives Matter"" rally designed to demonstrate Far Northwest Side resideÃ¢â‚¬_",About the police - Positive
338431Z1FLG498VBML0IRG9HX54OR7,Just wanted to thank @BlueBloods_CBS for providing my dad with hours and hours of entertainment. As a retired ChicÃ¢â‚¬_ https://t.co/qTtqLF8YXw,About the police - Positive
338431Z1FLG498VBML0IRG9HX54ROA,Feds Confirm: Chicago Police Department Is as Corrupt as You Thought It Was https://t.co/O8snERwzFs,About the police - Negative
338GLSUI43CM4AIV27HXUW5ZR6WFS0,Incoming Chicago mayor has path to historic police reforms https://t.co/UtxH2319mG,About the police - Negative
338GLSUI43CM4AIV27HXUW5ZR6WSFD,@brianaevigan_2 this brodnicki he was from Chicago went and police los Angeles was say that he was to picture santÃ¢â‚¬_ https://t.co/nugAyzaHOn,About the police - Neutral
33BFF6QPI1CKVFJB2HQWQCJNUTNW3N,@Bonzo2351 @nckmtclf @AltConservative @Shakoi1999 @NeverlandSurvi1 @Marjala2 @westthebest07 @DayzeechainsÃ¢â‚¬_ https://t.co/qjZWUDJ8QR,Not about the police
33BFF6QPI1CKVFJB2HQWQCJNUTO3WV,Chicago Police investigate the scene where a person was shot and killed in the 7200 block of South Jeffery. ChicagoÃ¢â‚¬_ https://t.co/hGndTtAhOr,About the police - Negative
33CLA8O0MICA3VIINIHS4M0354DFRC,Chicago Alderman Renews Push for Elected Police Oversight Council https://t.co/fJD9gpWLbg,About the police - Positive
33CLA8O0MICA3VIINIHS4M0354DRFO,.@mickeyd1971 on @WBEZ: Lori Lightfoot will need to follow through on police issues that linger from @RahmEmanuel'sÃ¢â‚¬_ https://t.co/4wcqpIfeNp,About the police - Negative
33EEIIWHK78ZNRP8AIXWHITKXCZVQF,"A missing pregnant woman has been found dead. Her baby was forcibly removed from her womb, police say https://t.co/ZsKoHbdbWw",Not about the police
33IXYHIZB5J1TX11DHILLW7VHBI2E2,"A missing pregnant woman has been found dead. Her baby was forcibly removed from her womb, police say https://t.co/X3w5pg34Ai",Not about the police
33IXYHIZB5J1TX11DHILLW7VHBIE2E,Chicago police trying to identify person seen on surveillance video early Sunday near synagogue trying to use MolotÃ¢â‚¬_ https://t.co/1Ilr47zfwS,About the police - Neutral
33IXYHIZB5J1TX11DHILLW7VHBJ2E3,"RT @Daroff: Chicago police investigating attempted arson, vandalism near synagogues https://t.co/KzxfXhX0Xq (@WGNNews)",About the police - Neutral
33IXYHIZB5J1TX11DHILLW7VHBJE2F,RT @trenoelle: More _Å¸â€™Â¸police reaction &amp; stadium &gt;little _Å¸â€™Â¸prevention programs for POC neighborhoods. Known link lack of education leads to poÃ¢â‚¬_,About the police - Neutral
33J5JKFMK6ZFBINPQ8RQYN116S6Q3D,"Missing pregnant woman found slain with baby cut from womb, Chicago police say | More: https://t.co/VJIfl0DmtQ https://t.co/Dw50yypOzS",Not about the police
33J5JKFMK6ZFBINPQ8RQYN116S73QR,RT @Trib_ed_board: Editorial: ItÃ¢â‚¬â„¢s Lori Lightfoot's job to set ChicagoÃ¢â‚¬â„¢s expectations for intolerance of shooting and killing. She and poliÃ¢â‚¬_,Not about the police
33K3E8REWWWLLCU7O3HEJC55JHKX88,"""Trial of Suspect in 2010 Death of Police Officer Begins"" by The Associated Press via NYT https://t.co/BVjnj4M4RU",About the police - Neutral
33K3E8REWWWLLCU7O3HEJC55JHLX89,Police say stray gunfire struck a suburban school bus after it dropped students at the Museum of Science and IndustÃ¢â‚¬_ https://t.co/JktAotxZow,Not about the police
33K3E8REWWWLLCU7O3HEJC55JHM8XL,RT @juli882: @CWBChicago @Chicago_Police I forget. Did #jussiesmollet spend any time in jail?,About the police - Neutral
33KGGVH24UI3ACAMPI8Z42IX5BEX1O,@CWBChicago @Chicago_Police What is going on in Chicago with these false reports?_Å¸Ëœâ€_,About the police - Negative
33KGGVH24UI3ACAMPI8Z42IX5BFX1P,"MISSING: Eddwar Nunez, 15, left home on May 10 for school and did not return, according to Aurora police. https://t.co/IWn9wcXRhX",Not about the police
33KGGVH24UI3ACAMPI8Z42IX5BG1XU,"Police call it an ""unspeakable act of violence."" A 19-year-old Chicago woman, 9 months pregnant, responds to an oÃ¢â‚¬_ https://t.co/xp7WJQLu4G",About the police - Neutral
33KMQD9OFJFN6JJXWLLABDWM640771,Man murders ex-girlfriendÃ¢â‚¬â„¢s new partner in northwest Indiana: police https://t.co/EnKK6FE5Yv,Not about the police
33KMQD9OFJFN6JJXWLLABDWM641772,"RT @CSTbreaking: Jose Guerrero, 75, was last seen about 6:30 a.m. Saturday in the 2600 block of North Laramie Avenue, according to a missinÃ¢â‚¬_",Not about the police
33N1S8XHHMMSF7A1Q0WK1NY8DBDZ1O,"Three people in custody in connection with slaying of pregnant Chicago teen who had her baby cut from her womb, polÃ¢â‚¬_ https://t.co/e9jx2dUFTW",Not about the police
33N1S8XHHMMSF7A1Q0WK1NY8DBE1ZR,@Chicago_Police Chicago deep dish blows away NYC pizza.,Not about the police
33NKDW9FFXJNXFKK5FXJLY1O986XCF,"""Chicago Alderman Accused of Lying About Car Being Stolen"" by The Associated Press Police have arrested a Chicago aÃ¢â‚¬_ https://t.co/BHfCFQdYko",About the police - Neutral
33NOQL7T9O0AQ7UMPL5ZGXLGRHJZ88,RT @MichaelGMasters: The Jewish Community and @Official_SCN appreciate the hard work of the @Chicago_Police on this horrible attempted arsoÃ¢â‚¬_,About the police - Positive
33NOQL7T9O0AQ7UMPL5ZGXLGRHK8ZI,"While more than 4,300 people were murdered in Chicago during EmanuelÃ¢â‚¬â„¢s eight years as mayor, the changes in the ChiÃ¢â‚¬_ https://t.co/pnrx2ftQgG",Not about the police
33P2GD6NRNT8UNWTSOWV6VQ2QRWHKJ,"@irritatedwoman @MichelleInCAL ItÃ¢â‚¬â„¢s Chicago, that wonÃ¢â‚¬â„¢t even get a police report",About the police - Neutral
33P2GD6NRNT8UNWTSOWV6VQ2QRWKHM,"RT @cbschicago: Persons of interest are being questioned in the case of missing pregnant teen Marlen Ochoa, according to the Chicago PoliceÃ¢â‚¬_",About the police - Neutral
33P2GD6NRNT8UNWTSOWV6VQ2QRXHKK,"RT @IoTPrivacyForum: Chicago and Detroit purchased software from a S. Carolina company, @DataWorksPlus, that gives police the ability to idÃ¢â‚¬_",About the police - Neutral
33P2GD6NRNT8UNWTSOWV6VQ2QRXKHN,"Police believe a pregnant woman who went missing was lured to a home in Chicago, killed, and then her unborn childÃ¢â‚¬_ https://t.co/fvY3Pu9rSv",About the police - Negative
33Q5P9PUSPNC2AKZ6XL4IJHZH84CZR,A newborn is in critical condition after police say the teen mother was killed in a horrific attack in Chicago. https://t.co/Y6mgns4HEj,About the police - Neutral
33Q5P9PUSPNC2AKZ6XL4IJHZH84ZCE,"Awful, horrible and tragic news coming out of my city. Remains found at home where 4 questioned in case of missinÃ¢â‚¬_ https://t.co/YuUbFRtLoH",About the police - Positive
33QQ60S6ASJBMJV9OUTC6Q0J61RU0Q,"RT @DriXander: CPAC is back! https://t.co/GCnTyUC7C1 Also, itÃ¢â‚¬â„¢s apparently settled, there will be a Socialist Caucus.",About the police - Positive
33QQ60S6ASJBMJV9OUTC6Q0J61SU0R,@IVXVXCVI @KatieKimNBC @Chicago_Police @nbcchicago Revenge is not just us. And it wonÃ¢â‚¬â„¢t bring back that mother. ItÃ¢â‚¬_ https://t.co/pkkrpIC4Re,About the police - Positive
33QQ60S6ASJBMJV9OUTC6Q0J61T0UY,@allocine Mon top 15 Game of thrones Handmaids tale Station 19 Grey s anatomy Castlerock Stranger things ChambersÃ¢â‚¬_ https://t.co/NwlziL6FXf,About the police - Positive
33TGB4G0LPI4JWMVR1S9A81SXU5TXT,"Police, Armored Vehicle Swarm Andover Street In Chicago Heights https://t.co/0KroLwsXfZ",About the police - Neutral
33TGB4G0LPI4JWMVR1S9A81SXU6XTY,"Armored Truck, Cops With Rifles Crowd Chicago Heights Street https://t.co/CvW5BVUrYp",About the police - Positive
33W1NHWFYHMTORMASJGU7TH35U3ZTW,RT @MidnoirCowboy: The jury has reached a verdict in the 2010 shooting death of Chicago police Officer Michael Bailey. #Breaking,About the police - Positive
33W1NHWFYHMTORMASJGU7TH35U4TZR,RT @ChicagoBreaking: Anton Carter found guilty of killing off-duty Chicago police Officer Michael Bailey in botched carjacking in 2010 httpÃ¢â‚¬_,About the police - Negative
33W1NHWFYHMTORMASJGU7TH35U4ZTX,"An activist group in a Chicago suburb puts up a billboard message demanding ""justice"" for a 34-year-old woman shotÃ¢â‚¬_ https://t.co/j25mmREDTN",About the police - Negative
341H3G5YF0FS8IPJUHSKNIFY8J80ZN,"Police: Pregnant Chicago woman slain, baby cut from her womb, three in custody https://t.co/V9NIGeH5uo",About the police - Positive
341YLJU21I0D923N908C6B5N94P2IB,@ChicagoCAPS14 @SpecialOlympics @DunkinChicago @SO_Illinois @Chicago_Police Happy to stop by and donate! Sorry forÃ¢â‚¬_ https://t.co/cjUPvJXfAP,About the police - Positive
341YLJU21I0D923N908C6B5N94PI2R,"Chicago police searching for man suspected of leaving ""Molotov cocktail"" at synagogue https://t.co/pRLSkrt0VA https://t.co/lhiCKmqUPY",About the police - Neutral
341YLJU21I0D923N908C6B5N94Q2IC,"A Gary Ind. man, 33, was sentenced to 70 months to distribution of drugs and possession of a stolen 45 handgun in fÃ¢â‚¬_ https://t.co/vp66AQP30d",About the police - Neutral
3421H3BM9AIK4X8SCR8RSZS1SPO9JM,RT @SymphKnee: CHICAGO POLICE NEED TO INCREASE PATROLS AND FIND THE PREGNANT MAIL CARRIER THATÃ¢â‚¬â„¢S BEEN MISSING SINCE OCTOBER. WORRIED ABOUTÃ¢â‚¬_,About the police - Neutral
3421H3BM9AIK4X8SCR8RSZS1SPOJ9W,RT @KFOX14: Authorities said Marlen Ochoa who was pregnant had gone to a Chicago home in response to a Facebook offer of free baby clothesÃ¢â‚¬_,About the police - Neutral
3421H3BM9AIK4X8SCR8RSZS1SPP9JN,@Chicago_Police @Police @CIA @FBI so please take off this ankle bracelet of Hitler's today he's controlling CanaÃ¢â‚¬_ https://t.co/lgQuLy4j5F,About the police - Neutral
344M16OZKIGXIJQUZ0G5DKATS69EN5,"VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48, CHICAÃ¢â‚¬_ https://t.co/TkAnAgknaY",About the police - Positive
344M16OZKIGXIJQUZ0G5DKATS69NEE,"RT @byldonovan: .@chicagosmayor Lightfoot's chief body guard to earn $166K and, per source, undergo Chicago Police training + @Marie4CongreÃ¢â‚¬_",About the police - Neutral
344M16OZKIGXIJQUZ0G5DKATS6AEN6,@BringTheBeatIn @FBI @CIA @911 @Chicago_Police @USMC @USNavy @CoastGuardCAN @USArmy It looks like weÃ¢â‚¬â„¢re going Ã¢Å“Ë†Ã¯Â¸Ã¨,About the police - Positive
34D9ZRXCYRVR8J1NRRV5GVU8UQJASI,@CetSteadman @Chicago_Police White men can't Jump,About the police - Neutral
34D9ZRXCYRVR8J1NRRV5GVU8UQJSA0,SWAT standoff in Jefferson Park ends after nearly 4 hours: police https://t.co/emG8YkhxQz,About the police - Positive
34F34TZU7W094DNTRITCICKNMJE2JN,"Today at 4p, incredible resilience as families remember their fallen Chicago police officers @ABC7ChicagoÃ¢â‚¬_ https://t.co/KyFlEZaKu5",About the police - Positive
34F34TZU7W094DNTRITCICKNMJEJ24,RT @nuclear94: Illinois meteor: Chicago police camera captures INCREDIBLE blazing fireball https://t.co/fNqPqIsCZh,About the police - Positive
34F34TZU7W094DNTRITCICKNMJF2JO,Finally Amen to all the police in our country. And to the ones in Chicago who worked so hard on the Jussee SmollettÃ¢â‚¬_ https://t.co/00HAzgLbzN,About the police - Positive
34HEO7RUG6VF741AC2V0QLPC8O0ARU,"VIEW FRAUD IN NORTHERN IL DIST COURT 13CV2621 LAWSUIT COMPLAINT DOC 28 IN COMPARISON TO JUDGE'S ORDER DOC 48,-CHICAÃ¢â‚¬_ https://t.co/WnZsPzFhAP",About the police - Negative
34HEO7RUG6VF741AC2V0QLPC8O0RAB,Police are looking for the man who tried to lure a girl into his pickup truck Saturday in Englewood on the South SiÃ¢â‚¬_ https://t.co/wpOTCHqHd6,About the police - Neutral
34KYK9TV2R9WRT6FX5V1B6EEC85BSF,Wow. Even hospitals don't trust the Chicago police. https://t.co/xWSHVc8nBH,About the police - Negative
34O39PNDK69KQE62IGVWLW9IQ6LRB6,Numbers are rising...Women are missing or found dead in Chicago. https://t.co/mxv6n38XCL,Not about the police
34OWYT6U3WIO9MOMU9NRGYD1FA09IB,Chicago police are questioning four people in connection with the disappearance of a 19-year-old pregnant woman.Ã¢â‚¬â€_ https://t.co/SoCP1ey0p3,About the police - Neutral
34OWYT6U3WIO9MOMU9NRGYD1FAZI9J,Police Seeking Six Suspects In CTA Red Line Attack On Sleeping Passenger https://t.co/tPWwMRVBqf,About the police - Neutral
34R0BODSP10TSUKOV0KJJ3A71L95E6,Absolutely horrible! Is it also really horrible for a baby to be ripped from an alive mother? We should have the saÃ¢â‚¬_ https://t.co/QTGYqzFKo8,Not about the police
34R0BODSP10TSUKOV0KJJ3A71L9E5F,Why is it that Chicagos finest have to reform? How about the Animals killing each other do the reforming!Incoming CÃ¢â‚¬_ https://t.co/YpBye3u5jq,About the police - Positive
34R0BODSP10TSUKOV0KJJ3A71LAE5G,RT @CSTbreaking: Two injured in Naperville shooting: police https://t.co/94usyfvclM,About the police - Negative
34R3P23QHS2ZPNQAH2FYU6KXDY4WHT,"Missing Pilsen woman strangled on SW Side, baby taken from womb in grave condition, authorities say A baby remainsÃ¢â‚¬_ https://t.co/pGucs7ixyP",About the police - Neutral
34R3P23QHS2ZPNQAH2FYU6KXDY5HWF,"The mayor dismissed controversy over her bodyguard detail as ""tempest in a teapot."" https://t.co/ylENlqFG3U",About the police - Positive
34R3P23QHS2ZPNQAH2FYU6KXDY5WHU,BEING STALKED BY FILTH INDIVIDUALS GANGS WORKING WITH CHICAGO/EVERGREEN PARK POLICE TO OPPRESS MY CIVIL RIGHTS POISÃ¢â‚¬_ https://t.co/V2i5qx151G,About the police - Negative
34R3P23QHS2ZPNQAH2FYU6KXDY6HWG,"@nyanchwani @MilesKLassin He is very systems, kwanza if you read Chicago history on gangs, police and violence. WheÃ¢â‚¬_ https://t.co/R3YH8lnHil",About the police - Neutral
34XASH8KLQNVXSUKWDHGUHKX1N1MPY,"Missing Chicago woman found strangled; baby cut from womb in grave condition, authorities say A baby remains in grÃ¢â‚¬_ https://t.co/ZCRMdSzK5p",About the police - Positive
34XASH8KLQNVXSUKWDHGUHKX1N1PM1,The Chicago Police Department infiltrated the main anti-NATO summit organizing coalition shortly after its 2011 forÃ¢â‚¬_ https://t.co/j2Z4gfLypJ,About the police - Neutral
34XASH8KLQNVXSUKWDHGUHKX1N2MPZ,@MicheBangtan I chatted with the mounted police that were in Chicago. They were nice. They let me pet the horses. MÃ¢â‚¬_ https://t.co/ZEd69XxdbV,About the police - Positive
34XASH8KLQNVXSUKWDHGUHKX1N2PM2,ItÃ¢â‚¬â„¢s taken them 75 dead women before they finally get a clue. Chicago police are taking a new look at the unsolvedÃ¢â‚¬_ https://t.co/AADnaLWgA2,About the police - Positive
34YWR3PJ28B33NP4TZ4ZQXZN0J8X0L,"`RACIST FBI IS RELYING ON CORRUPT CHICAGO/EVERGREEN PK POLICE, GANGS &amp; LOW LIFE FILTH INDIVIDUALS USING COVERT POISÃ¢â‚¬_ https://t.co/BAvI154c9s",About the police - Negative
34YWR3PJ28B33NP4TZ4ZQXZN0JA0XQ,Another Deadly Police Shooting Has Chicago on Edge https://t.co/8AB0PqbrTR He did not give a crap about Black peoÃ¢â‚¬_ https://t.co/6tNrfpcF20,About the police - Negative
34ZTTGSNJXPU5QUO5TGS2H2BPXOQHK,"Three people have been charged after a missing pregnant woman was found dead on Chicago's Southwest Side, accordingÃ¢â‚¬_ https://t.co/Mkt51Tszpk",Not about the police
