HITId, inputtext,Answer.sentiment.label
34HEO7RUG6VF741AC2V0QLPC8O0ARU, view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judg order doc 48chica,About the police - Negative
34HEO7RUG6VF741AC2V0QLPC8O0RAB, polic look man tri lure girl pickup truck saturday englewood south si,About the police - Neutral
34KYK9TV2R9WRT6FX5V1B6EEC85BSF, wow even hospit dont trust chicago polic,About the police - Negative
34O39PNDK69KQE62IGVWLW9IQ6LRB6, number risingwomen miss found dead chicago,Not about the police
34OWYT6U3WIO9MOMU9NRGYD1FA09IB, chicago polic question four peopl connect disappear 19yearold pregnant woman,About the police - Neutral
34OWYT6U3WIO9MOMU9NRGYD1FAZI9J, polic seek six suspect cta red line attack sleep passeng,About the police - Neutral
34R0BODSP10TSUKOV0KJJ3A71L95E6, absolut horribl also realli horribl babi rip aliv mother sa,Not about the police
34R0BODSP10TSUKOV0KJJ3A71L9E5F, chicago finest reform anim kill reformingincom c,About the police - Positive
34R0BODSP10TSUKOV0KJJ3A71LAE5G, cstbreak two injur napervil shoot polic,About the police - Negative
34R3P23QHS2ZPNQAH2FYU6KXDY4WHT, miss pilsen woman strangl sw side babi taken womb grave condit author say babi remain,About the police - Neutral
34R3P23QHS2ZPNQAH2FYU6KXDY5HWF, mayor dismiss controversi bodyguard detail tempest teapot,About the police - Positive
34R3P23QHS2ZPNQAH2FYU6KXDY5WHU, stalk filth individu gang work chicagoevergreen park polic oppress civil right poi,About the police - Negative
34R3P23QHS2ZPNQAH2FYU6KXDY6HWG, nyanchwani milesklassin system kwanza read chicago histori gang polic violenc whe,About the police - Neutral
34XASH8KLQNVXSUKWDHGUHKX1N1MPY, miss chicago woman found strangl babi cut womb grave condit author say babi remain gr,About the police - Positive
34XASH8KLQNVXSUKWDHGUHKX1N1PM1, chicago polic depart infiltr main antinato summit organ coalit shortli 2011,About the police - Neutral
34XASH8KLQNVXSUKWDHGUHKX1N2MPZ, michebangtan chat mount polic chicago nice let pet hors,About the police - Positive
34XASH8KLQNVXSUKWDHGUHKX1N2PM2, taken 75 dead women final get clue chicago polic take new look unsolv,About the police - Positive
34YWR3PJ28B33NP4TZ4ZQXZN0J8X0L, racist fbi reli corrupt chicagoevergreen pk polic gang amp low life filth individu use covert poi,About the police - Negative
34YWR3PJ28B33NP4TZ4ZQXZN0JA0XQ, anoth deadli polic shoot chicago edg give crap black peo,About the police - Negative
34ZTTGSNJXPU5QUO5TGS2H2BPXOQHK, three peopl charg miss pregnant woman found dead chicago southwest side accord,Not about the police
34ZTTGSNJXPU5QUO5TGS2H2BPXPHQC, polic question four peopl connect disappear 19yearold pregnant woman pilsen,About the police - Neutral
3511RHPADVFW3NSE9TKQZZ5N20YRLS, yike univers chicago peep safe chicago tribun polic arm man kill confront swat,About the police - Positive
3511RHPADVFW3NSE9TKQZZ5N20ZLRN, kelongino86 chicagopolic chicagosfines19 cta sorri experi like,About the police - Positive
3511RHPADVFW3NSE9TKQZZ5N20ZRLT, molotov cocktail thrown chicago synagogu sunday car window smash outsid three other p,About the police - Positive
351S7I5UG9X5TZCMD1RWA0NLXE5JNV, cookcountym remind tomorrow host third annual miss person day headquart 2121 west harrison st chic,Not about the police
351S7I5UG9X5TZCMD1RWA0NLXE5NJZ, wellregul member well regul militia shoot groin ride car die five day later htt,About the police - Neutral
351S7I5UG9X5TZCMD1RWA0NLXE6JNW, wow chicago polic realli trash man,About the police - Negative
3538U0YQ1FVIKTXGCSGWMOXNZQXF38, famili cpd fallen offic command paul bauer po eduardo marmolejo po samuel jimenez po conrad,About the police - Positive
3538U0YQ1FVIKTXGCSGWMOXNZQY3FX, man say fck chicago amp move goon opp hunt play king von run policeda product dvd,About the police - Negative
3538U0YQ1FVIKTXGCSGWMOXNZQYF39, pregnant woman gone chicago home respons facebook offer free babi cloth strangl,Not about the police
3566S7OX5DK9VX4V7541A3593I1715, 2 bullet strike bu student taken chicago museum polic say stray gunfir struck suburban school bu,Not about the police
356TQKY9XFYR6XOG6QDGPDSHHO687P, chicagocaps09 come see classic car support chicago polic memori foundat neverforget chicagopolic c,About the police - Positive
356TQKY9XFYR6XOG6QDGPDSHHO778P, aurora polic search miss teen eddwar nunez,About the police - Neutral
356ZPKYPUHIVR9JYFG5ROC74AXFPYR, chicagoarea polic warn zombi raccoon distemp,About the police - Neutral
359AP8GAGGLTI0ETN2TLRZO07FR7CU, golgariglenross remind peopl disappear chicago polic,About the police - Negative
359AP8GAGGLTI0ETN2TLRZO07FRC7Z, chicago politician arrest file fals polic report get smollett judg via nypost,About the police - Neutral
359AP8GAGGLTI0ETN2TLRZO07FS7CV, rukusmag cwbchicago emzanotti chicagopolic see,About the police - Neutral
359AP8GAGGLTI0ETN2TLRZO07FSC70, former chicago polic command kenneth johnson plead guilti steal 363000 social secur moth,About the police - Negative
35A1YQPVFEH58ZMARJAA4I8ZTEG5IF, mr hamer rightli wellknown work mississippi id remiss note 1973 w,Not about the police
35A1YQPVFEH58ZMARJAA4I8ZTEGI5S, vnilesil il nineinchnail marilynmanson brian noo nooo nooo lmao pontifex noooo lmao oblivion brown,Not about the police
35F6NGNVM8KA4HG49OOBG9O4V1R7TD, cstbreak pedestrian struck driver roger park still unidentifi polic,About the police - Neutral
35F6NGNVM8KA4HG49OOBG9O4V1RT7Z, incom chicago mayor path histor polic reform,About the police - Neutral
35F6NGNVM8KA4HG49OOBG9O4V1S7TE, chicagobreak chicago polic beef patrol cta train bu line summer begin memori day weekend,About the police - Neutral
35JDMRECC4AR8R98CW3AN01WRUOEGY, found thousand case suspend statu mean develop lead tri ask polic,About the police - Negative
35NNO802AVX9YOSGVJ6WYZ8LKZGINI, fed confirm chicago polic depart corrupt thought,About the police - Negative
35NNO802AVX9YOSGVJ6WYZ8LKZGNIN, chicago polic alert attempt arson vandal synagogu,About the police - Neutral
35O6H0UNLSH13A6G91VAGJNZ6T55JR, chowkidarranji8 syr98009620 inkmonkey3 naveenm14993552 palanin classicbuy ramsrini3 khantastix sushmaswaraj ilstatepolic,Not about the police
35O6H0UNLSH13A6G91VAGJNZ6T5J55, failur mani front ye recogn risk approach arm suicid man undergo tra,About the police - Negative
35U0MRQMUJ8W2FCSV55SSDYKIBHOV0, chicago polic investig three molotov cocktail found outsid ansh sholom bnai israel congrega,About the police - Neutral
35U0MRQMUJ8W2FCSV55SSDYKIBHVO7, murder spend less time prison woman end pregnanc alabama fu hug mr know,Not about the police
35XW21VSVGF842SROIKVP9AJO2ILSB, infant rip womb murder woman polic sourc say via suntim,About the police - Neutral
35XW21VSVGF842SROIKVP9AJO2ISLI, first act mayor arm polic vibrat rub crime chicago lightfoot,About the police - Negative
35YHTYFL1G42W2ZZW2M25JP6QAQVFL, potu gwen today deal rest tomorrow give box home orteez potu secretservic,Not about the police
35ZRNT9RUIZCQ6A9BVZM9I61RROO33, three charg miss chicago woman found dead babi remov womb polic sa,Not about the police
360ZO6N6J1KA55EDFOLJ8RKIWJJ9MQ, 99 year ago week 8 month whitesox conspir throw 1919 worldseri red,Not about the police
360ZO6N6J1KA55EDFOLJ8RKIWJJM93, rashadrobinson chicagosmayor doesnt enough money fund chicago public school 95 million spend polic trai,About the police - Negative
360ZO6N6J1KA55EDFOLJ8RKIWJK9MR, man told polic wait packag move scaffold brace make space caus st,About the police - Neutral
362E9TQF2HR3OWBU8FT18FZOJNUGI8, suntim polic found 2yearold kyrian knox butcher bodi dump garfield park lagoon accus killer kamel harri exp,About the police - Neutral
362E9TQF2HR3OWBU8FT18FZOJNUIGA, asburyparkpress marlen ochoauriostegui 19 gone chicago home respons facebook offer free babi cloth,Not about the police
363A7XIFV4N70BIRLM0ARIEFTUDAVN, nbcbayarea pregnant woman whose bodi found behind home chicago southwest side murder babi forcibl remov,Not about the police
363A7XIFV4N70BIRLM0ARIEFTUDVA8, stalk filth individu gang work chicagoevergreen park polic oppress civil right poi,About the police - Negative
366FYU4PTGQWAD5R2NOPLSTPYB4EK0, chicago polic arson unit investig 3 molotov cocktail found outsid shul,About the police - Neutral
366FYU4PTGQWAD5R2NOPLSTPYB4KE6, marlen ochoa strangl babi cut womb lure home pretens,Not about the police
366FYU4PTGQWAD5R2NOPLSTPYB5EK1, miss pregnant teen found dead babi cut womb,Not about the police
366FYU4PTGQWAD5R2NOPLSTPYB5KE7, citynew chicago woman sold babi cloth pregnant woman lure back hous offer cloth,Not about the police
367O8HRHKG9C6UL6IQLE3S882GN4S1, drone footag show amaz view chicago wow drone captur murder robberi,Not about the police
367O8HRHKG9C6UL6IQLE3S882GNS4P, chicago polic pettiest g reason need join forc make differ familypeopl,About the police - Positive
367O8HRHKG9C6UL6IQLE3S882GO4S2, tylerlarivier chicago polic investig scene person shot kill 7200 block south jefferi chicago c,About the police - Neutral
36818Z1KV3ENO2G81CU48NMW2AKA3Q, chicago polic depart district strateg plan,About the police - Neutral
36818Z1KV3ENO2G81CU48NMW2AL3AK, feel bad whichev writer atlant trade rahm emmanuel go sabotag chicago public,Not about the police
36818Z1KV3ENO2G81CU48NMW2ALA3R, three peopl charg miss pregnant woman found dead chicago southwest side accord,About the police - Neutral
368IUKXGA59T8P9S9XAZ5LNBBNM6P8, kamaurashid new mayor alli someon see solut crime put black peopl polic state,About the police - Negative
368IUKXGA59T8P9S9XAZ5LNBBNMP6R, presid trump dont give money sue ive got 4 attorney line potu secretservic,Not about the police
368IUKXGA59T8P9S9XAZ5LNBBNN6P9, fou dog polic dept chicago il dun irv park rd amp central chicago male shih,About the police - Neutral
368IUKXGA59T8P9S9XAZ5LNBBNNP6S, malavemark cwbchicago chicagopolic ask jussiesmollett deal,About the police - Negative
36AZSFEYZ41CJLNJR006MTYLBCYVB3, disturb horribl pregnant woman gone chicago home respons facebook offer free babi,Not about the police
36AZSFEYZ41CJLNJR006MTYLBCZBVK, chicagocaps14 chicagopolic stick your good chicago pd harass minor,About the police - Negative
36BTXXLZ2V905FLT31L9DI3CGE44RD, tribut polic week chicago polic depart via youtub,About the police - Neutral
36BTXXLZ2V905FLT31L9DI3CGE4R40, wsbtv miss pregnant teenag found dead babi cut womb famili say start facebook post,Not about the police
36BTXXLZ2V905FLT31L9DI3CGE54RE, ald proco joe moreno arrest charg file fals polic report,About the police - Neutral
36D1BWBEHN2Z5LTEUF64Y4C4QD92MR, chicagosfines19 bftfchicago cpdmemori bftfnyc bftfdalla brotherhoodfwt2 brotherfallscpd chicagopd19,About the police - Positive
36D1BWBEHN2Z5LTEUF64Y4C4QD9M2B, thank chicago pd work get bottom terribl miss women childgreat job eddiechicagopolic,About the police - Positive
36D1BWBEHN2Z5LTEUF64Y4C4QDA2MS, bringthebeatin fbi cia 911 chicagopolic usmc usnavi coastguardcan usarmi usairforc nasa well block fbi,Not about the police
36FFXPMST9PRKEH8QGOODC7BAW6OHA, kjrs56 way cop still tri cover laquan mcdonald execut,About the police - Negative
36FFXPMST9PRKEH8QGOODC7BAW7HO4, miss pregnant woman found dead babi forcibl remov womb polic say cnn,About the police - Neutral
36FQTHX3Z3SS7CL07QU03Y62KS5B3M, turn man took three live merci die shootout polic actual work,About the police - Neutral
36FQTHX3Z3SS7CL07QU03Y62KS63BF, lollybowean chicago polic take new look unsolv slay 55 women possibl serial,About the police - Neutral
36GJS3V78VRZJ7V0QXE1KGEOW2JGJK, roserogu chicago tribun cover new show whistleblow air friday 87c cb check,Not about the police
36GJS3V78VRZJ7V0QXE1KGEOW2JJGN, polic youth program center mayor lori lightfoot memori day antiviol plan,About the police - Positive
36JW4WBR06LXE14FRD5YQIYXIVFFHF, judicialcorrupt chicago illinoi fix case judg amp polic hate african american men,About the police - Negative
36JW4WBR06LXE14FRD5YQIYXIVFHFH, charliemagn outgo chicago ald proco joe moreno charg insur fraud obstruct justic file allegedli,About the police - Neutral
36JW4WBR06LXE14FRD5YQIYXIVGHFI, cstbreak schorsch villag woman dementia report miss polic,About the police - Neutral
36KM3FWE3RD9O8JDBM01WYMZYQU701, chicagopolic know hard work stay safe,About the police - Positive
36KM3FWE3RD9O8JDBM01WYMZYQV07V, five illinoi law enforc offic die line duti honor part annual nationa,About the police - Neutral
36KM3FWE3RD9O8JDBM01WYMZYQV702, pammiewammi sick shit poor famili poor girl smh disgust miss pregnant woman found de,Not about the police
36MUZ9VAE63OW7ZHA622HFYZE27DEM, pregnant chicago woman slain babi cut womb wkrc,Not about the police
36MUZ9VAE63OW7ZHA622HFYZE27EDN, mom retir chicago polic depart today turn 63 year old week gemini,About the police - Positive
36MUZ9VAE63OW7ZHA622HFYZE28EDO, cwbchicago chicagopolic get smollett treatment he well connect know obama,About the police - Negative
36QZ6V1589EBNSFLXWCWGW621TBSUC, big updat chicagopolic arrest three peopl murder pregnant teen marlen ochoa polic,About the police - Neutral
36U4VBVNQOEZMDF8I7CRQM16FRSRUN, mrandyngo updat chicago polic offici press confer call sakimfoxx resign say incomp,About the police - Neutral
36U4VBVNQOEZMDF8I7CRQM16FRSURQ, believ murder believ babi forcibl remov follow murder said ch,Not about the police
371DNNCG443E4VLNJTGHU9KZ6LXT8M, woman kill pregnant teenag forcibl remov babi polic say independ,Not about the police
371DNNCG443E4VLNJTGHU9KZ6LY8T2, god speed maggi hickey,Not about the police
371Q3BEXDHAS9R9V3JB4XOLH3BPZS7, polic oppos marijuana legal illinoi want bigger cut proce law pass chicago tri,About the police - Neutral
371Q3BEXDHAS9R9V3JB4XOLH3BQSZ1, bbcworld marlen ochoalopez muder chicago polic make three arrest via twitter,About the police - Neutral
371QPA24C2PWTV12K872FZXRSFR1TA, chicago politician arrest file fals polic report get smollett judg via nypost,About the police - Neutral
371QPA24C2PWTV12K872FZXRSFRT12, analyticaglob chicago polic turn virtual realiti technolog train offic deal peopl experienc men,About the police - Neutral
371QPA24C2PWTV12K872FZXRSFS1TB, null attempt arson chicago synagogu chicago polic alert attem,About the police - Neutral
372AGES0I46R3H93NCNEAT0A999RXF, chicago peopl,Not about the police
372AGES0I46R3H93NCNEAT0A999XRL, suntim updat man shot polic pronounc dead arriv univers chicago medic center,About the police - Negative
373L46LKP774LTRJGOZGI86H3J0JKQ, outgo ald proco joe moreno custodi chicago polic warrant,Not about the police
373L46LKP774LTRJGOZGI86H3J0KJR, wgninvestig break chicago polic confirm ald proco joe moreno custodi charg file fals polic,About the police - Neutral
374UMBUHN5QGGYB005WMWVGIWCICTB, miss pregnant teen found dead babi cut womb via cbsnew,Not about the police
374UMBUHN5QGGYB005WMWVGIWCITCS, 3 injur crash car tri avoid traffic stop polic,Not about the police
375VMB7D4JK0CC136PST2UWR6VEDIV, three peopl charg miss pregnant woman found dead chicago southwest side accord,Not about the police
375VMB7D4JK0CC136PST2UWR6VEID0, three peopl charg miss pregnant woman found dead chicago southwest side accord,About the police - Neutral
375VSR8FVWAG8C9IOUBZ7EGLH96ZRJ, cahulaan 3 dead least 6 wound weekend shoot three peopl dead least six other wound shoot,About the police - Negative
375VSR8FVWAG8C9IOUBZ7EGLH97RZC, nbcla spokeswoman famili miss pregnant teen said 19yearold babi found famili remain,Not about the police
375VSR8FVWAG8C9IOUBZ7EGLH97ZRK, women treat like properti discard good 2019 still go us complet unacc,Not about the police
378G7J1SJLZN5DZ8R17S93NKLICWED, chicagopolic ajguglielmi see video reaction pleas,About the police - Neutral
378G7J1SJLZN5DZ8R17S93NKLIDEWW, illinoi alert earli clue wombcut case polic illinoi child welfar agenc say staff c,About the police - Neutral
378G7J1SJLZN5DZ8R17S93NKLIDWEE, man want arson attempt synagogu abc news via abc,About the police - Neutral
378G7J1SJLZN5DZ8R17S93NKLIEEWX, covertli electron harass poison amp setup frame racist fbi use low life individu,About the police - Negative
379OL9DBSSFAZM3RYR9U2M7P5TX9YG, 1 kill 1 wound roseland shoot polic,About the police - Neutral
379OL9DBSSFAZM3RYR9U2M7P5TXY95, polic miss pregnant teen found dead babi cut stomach via dailycal,About the police - Neutral
379OL9DBSSFAZM3RYR9U2M7P5TY9YH, chicago polic command plead guilti bilk 363000 govern law offic,About the police - Negative
37AQKJ12TXPX2FDBMRRCL5GMKYITTB, know exact time cvspharmaci locat bastard tri use stolen cc yet,Not about the police
37G6BXQPLQMILG3MFS8MHE5YXHWQE4, kjj1969 chicagopolic look beauti alwaysgreat caus,About the police - Positive
37J05LC5AXKW7NL9O7DTEVBRJA3DJ7, attackerman rahm back chicago polic denial chicago report thing denial lie lawsui,About the police - Negative
37J05LC5AXKW7NL9O7DTEVBRJA3JDD, help find miss 14yearold girl last seen chicago februari,Not about the police
